,Platform,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PriceCharting_ID,Description,URL
766,nes,WWF King of the Ring,"November 1, 1993",Everyone,Acclaim Entertainment,Eastridge Technology,Wrestling,023582051901,10214,"It's the event that everyone is talking about --- The King of the Ring --- and now it's time to prove you're the best! It's a brutal, no time out elimination tournament for the wrestling crown!
-  All-New King of the Ring Tournament?
-  10 of the hottest superstars
-  Create your own wrestler with customizes strength, speed, and more
-  Grueling One-on-One and tag team bouts
If you've got the guts...take the challenge.
If you've got the skill...TAKE THE CROWN!!",https://www.pricecharting.com/game/nes/wwf-king-of-the-ring
767,nes,WWF Wrestlemania,"January 1, 1989",none,Acclaim Entertainment,Rare Ltd.,Wrestling,021481105015,10221,"You've always dreamed of being Hulk Hogan. Or Randy Savage. Or one of the other WWF Superstars. And now here's your chance!
Challenge your opponent to a rough and tumble match featuring dropkicks, headlocks, bodyslams and a whole arsenal of bone-crunching wrestling moves!
Or create your own WWF WrestleMania tournament and compete against your friends or the computer to crown the undisputed WWF Champion!  From 1-6 can play!
So put on your wrestling trunks, step into the ring and get ready to experience WWF WrestleMania . . . from the inside!",https://www.pricecharting.com/game/nes/wwf-wrestlemania
768,nes,WWF Wrestlemania Challenge,"November 1, 1990",Everyone,LJN,Rare Ltd.,Wrestling,023582051819,13833,"- HULK HOGAN 
- ULTIMATE WARRIOR
- MACHO KING RANDY SAVAGE
- BRUTUS ""THE BARBER"" BEEFCAKE
- HACKSAW HIM DUGGAN
- BIG BOSS MAN
- RAVISHING RICK RUDE
- ANDRE THE GIANT
Get ready for the greatest in powerhouse action --- both in and out of the ring. Go head-to-head with either of the biggest WWF Superstars.
Can you survive the Atomic Drop, Warrior Wallop, the Hulkster Splash, the Sleeper hold and the Rude Awakening? Fight back with some classic moves of your own --- like Flying Turnbuckle Leaps, Headbutts, Elbow Smashes and more!
Choose Between:
- Singles and tag team matches (even double-teaming!)
- Incredible 3-on-3 Survivor Series mode
- 1 and 2 player head-to-head and team-play action
You can even enter the ring as ""yourself"" and prove to the world that there's only one true WWF Champion --- you!",https://www.pricecharting.com/game/nes/wwf-wrestlemania-challenge
769,nes,WWF Wrestlemania Steel Cage Challenge,"September 1, 1992",Everyone,LJN Ltd.,Sculptured Software,Wrestling,023582051864,10218,"Accept the toughest challenge in all of wrestling:  the WWF WrestleMania Steel Cage Challenge?!

Feel the pulse-pounding action in singles and tag team matches that feature 10 incredible WWF Superstars!
You control every action-packed move and maneuver:
          Clotheslines
          Elbowdrops
          Bodyslams
          Dropkicks
          Turnbuckle smashes
          Flying Clotheslines
When you're ready for the ultimate wrestling challenge, the steel cage is ready for you!",https://www.pricecharting.com/game/nes/wwf-wrestlemania-steel-cage-challenge
770,nes,Xenophobe,"December 1, 1988",Teen,Sunsoft,Synapse,Action & Adventure,020763110037,12534,"ZEÊ-NO-PHOBE:
FEAR OF ANYTHING ALIEN.
At first glance, you'd never guess there was a living thing abroad the deserted starbase.

But inside, it's alive and crawling --- with the most gruesome horde of alien lifeforms in the arcade galaxy.
They lurk around every corner, they blend into every background. They multiply, they metamorphize, they jump from room to room and screen to screen. Watch out or you'll get slimed!
So grab your joystick and get ready for the fastest, most frightening split-screen action imaginable. Xenophobe conquered the arcade. Now it wants you!
Over 1 Mega Power!",https://www.pricecharting.com/game/nes/xenophobe
771,nes,Xevious,"September 1, 1988",none,Bandai,Namco,Action & Adventure,"045557873127,045557081003",12015,"Mission: Seek and destroy XEVIOUS enemy aircraft and bases.
Equipment: Fighter plane with laser-pulse anti-aircraft missiles and bombs. Skillfully manuever your fighter through treacherous air space to gain the strike advantage.",https://www.pricecharting.com/game/nes/xevious
772,nes,Xexyz,"April 1, 1990",none,Hudson,Atlus,Platformer,039854000072,12535,"In the year 2777 nuclear wars and natural disasters have long since devastated the Earth.  Only five sparsely inhabited islands survive to form a single nation, XEXYZ, where mankind lives peacefully under the rule of good King Xeu Star.  But one day XEXYZ is attacked!  From deepest space comes GORUZA, a mighty fortress of bizarre and vicious mechanical beasts.  XEXYZ is defenseless against the assault.  All hope is dead.  Until, at least, Space Warrior Apollo decides that he can no longer endure his people's suffering.  In full battle gear, he challenges the monsters of GORUZA and their cruel empire, vowing to destroy them and to free XEXZY from its terrible fate!",https://www.pricecharting.com/game/nes/xexyz
773,nes,Yo Noid,"November 1, 1990",Everyone,Capcom,Now Production,Action & Adventure,013388110247,12536,"Or, How a Yo-Yo saved New Yoik!
Who's got floppy ears, a fuzzy suit, and a toothy, hilarious grin?  It's Yo! Noid, the yo-yoing, pizza-chomping funnyman from those wacky Domino's Pizza® TV commercials.  He'll need every trick in his fuzzy hat to out-prank those scamps who are overrunning New York with monkeyshines and shenanigans!
Yo! Noid skips, skates, and scales the skyscrapers, bonking out an ever changing gang of rascals!  A mysterious NOID look-alike is behind the tomfoolery, and the real NOID's going to stop him!  What could make the rollicking NOID get so serious?  The reward is a lifetime supply of his favorite food!
-  14 romping levels of fun!
 - Incredible inventions whiz the NOID around New York!
 - Gobble your way through pizza-eating contests",https://www.pricecharting.com/game/nes/yo-noid
774,nes,Yoshi,"June 1, 1992",Everyone,Nintendo,Game Freak,Puzzle,045496630690,10228,"An Airborne Puzzle Invasion!

It's raining Goombas, Bloobers and Boo Buddies! You have to help Mario cope with the airborne invasion! As the critters fall, catch them on trays. Switch and shuffle to save the day! Stack two of a kind and they both disappear. Or, capture the whole bunch in-between egg shells. When the eggs shells match, out hatches Yoshi and up goes your score!

The action heats up as the characters fall faster and faster. If your piles get too high, the game is over. Choose your difficulty level and play for a high score or challenge a friend in a head-to-head hatch-off!

If you like Dr. Mario, but you're ready for a whole new kind of challenge, you'll love this quick-shuffle action puzzle game!",https://www.pricecharting.com/game/nes/yoshi
775,nes,Yoshi's Cookie,"April 1, 1993",Everyone,Nintendo,Hi-Tech,Puzzle,045496630713,10229,"Cookie Chaos for Mario and Yoshi!
Mario and Yoshi are filling in at the Cookie Factory, and they need your help! Fresh baked cookies roll out of the ovens. It's up to Mario to sort and stack'em before they pile too high!
Line up a row of the same kind of cookies either vertically or horizontally, and they vanish!  Clear the screen to move on to a new level of cookie chaos.  Yoshi appears from time to time to stir things up.  Play for high score, or head-to-head against a friend.  The mouth-watering madness doesn't let up!
And be sure to keep some cookies close by, 'cause you'll get the munchies during this lip-smacking good time!
-	Play alone or challenge a friend
-	10 rounds each with 10 stages
-	Choose to be Mario, Yoshi, the Princess or Bowser",https://www.pricecharting.com/game/nes/yoshi's-cookie
776,nes,Young Indiana Jones Chronicles,"December 1, 1992",none,Jaleco,S.A.D.,Action & Adventure,032264900260,10230,"Excitement!
Action!
Adventure!
Based on the GEORGE LUCAS HIT TV SERIES!
     Here is your chance to become Young Indiana Jones, as you set out to single-handedly save the world from Kaiser's war machine.
     In this World War I epic, you'll battle through 19 stages of globe-spanning action, from the deserts of Mexico to the trenches on the Western front to the heart of the German headquarters.  You'll take on Pancho Villa and Big Bertha, battle tanks and tri-planes and team up with Canadian flying ace Billy Bishop in a dogfight against the Red Baron.",https://www.pricecharting.com/game/nes/young-indiana-jones-chronicles
777,nes,Zanac,"October 1, 1987",Everyone,FCI,Playtronic,Shoot'em Up,022909100025,12016,"The ""system"" was created by an organic intelligence body many millenniums ago and began attacking the human race.  The earth was thrown into turmoil with only one hope for salvation. Fighter model AFX-6502 ZANAC was perfected by the 256th Riot Fleet to ward off the enemy system.  It's your job, as ZANAC, to save the human race.  Using eight special weapons and secret power forces buried along the way, guide ZANAC through twelve screens of enemy creatures to victory.
Exclusive Power Play Feature
ZANAC's ALC (Automatic Level of Difficulty Control Function) controlled by AI (Artificial Intelligence) is an exclusive feature which changes the strength and quantity of the enemy according to the pattern of the attack and the player's skill level.  The enemy's location also varies game by game. This feature is unique to ZANAC. So playing ZANAC, the fastest, most advanced space game, is like playing a new game every time.",https://www.pricecharting.com/game/nes/zanac
